Contract.Date,Transaction.Date,Address,Price,Block.Size.m2,Transaction.Type,Purpose,Advertise.Date,Bed.Num,Bath.Num,Ensuite.Num,Garage.Num,Carport.Num,Contract.Year,Street.Type,Street.Name
15/02/2014,8/05/2014,Moroak Street,1210000,1173,Full transfer,Single residential dwelling,22/01/2014,5,4,NA,8,NA,2014,Street,Moroak 
21/01/2014,NA,Marrakai Street,1175000,1205,Full transfer,NA,19/11/2013,5,1,2,3,NA,2014,Street,Marrakai 
24/04/2014,21/05/2014,Marrakai Street,970000,1371,Full transfer,Single residential dwelling,10/03/2014,4,1,1,2,NA,2014,Street,Marrakai 
11/06/2014,NA,Goodparla Street,909000,2191,Full transfer,NA,12/05/2014,5,1,1,2,NA,2014,Street,Goodparla 
15/02/2014,10/06/2014,Elsey Street,866000,1225,Full transfer,Single residential dwelling,20/01/2014,3,1,1,NA,NA,2014,Street,Elsey 
14/03/2014,30/04/2014,Elsey Street,815000,1225,Full transfer,Single residential dwelling,7/11/2013,4,1,1,2,3,2014,Street,Elsey 
3/04/2014,30/05/2014,Delamere Street,765000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2014,Street,Delamere 
3/04/2014,NA,Delamere Street,765000,18341,Full transfer,NA,12/03/2014,4,1,1,2,NA,2014,Street,Delamere 
3/04/2014,8/05/2014,Anningie Place,760000,1131,Full transfer,Single residential dwelling,24/02/2014,5,1,2,2,NA,2014,Place,Anningie 
27/02/2014,5/05/2014,Delamere Street,730000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2014,Street,Delamere 
27/02/2014,NA,Delamere Street,730000,NA,Full transfer,NA,31/01/2014,4,1,1,2,NA,2014,Street,Delamere 
28/01/2014,7/05/2014,Jinka Street,480000,3362,Full transfer,Multiple unit dwelling,28/11/2013,3,1,1,NA,1,2014,Street,Jinka 
29/04/2014,4/06/2014,Elkedra Close,470000,472,Full transfer,Medium density dwelling,11/03/2014,3,2,NA,1,NA,2014,Close,Elkedra 
18/06/2014,NA,Jinka Street,460000,579,Full transfer,NA,20/05/2014,3,2,NA,2,NA,2014,Street,Jinka 
20/06/2014,NA,Epenarra Close,425000,515,Full transfer,NA,27/02/2014,3,1,NA,1,NA,2014,Close,Epenarra 
11/02/2014,9/04/2014,Epenarra Close,425000,297,Full transfer,Medium density dwelling,5/12/2013,3,2,NA,NA,1,2014,Close,Epenarra 
7/03/2014,14/04/2014,Jinka Street,393000,10221,Full transfer,Multiple unit dwelling,15/01/2014,2,1,NA,1,NA,2014,Street,Jinka 
20/06/2014,NA,Springvale Drive,286500,4017,Full transfer,NA,27/11/2013,3,1,1,NA,1,2014,Drive,Springvale 
12/06/2014,3/07/2014,Beetaloo Street,239000,5520,Full transfer,Multiple unit dwelling,30/04/2014,2,1,NA,NA,1,2014,Street,Beetaloo 
1/04/2014,12/05/2014,Springvale Drive,236000,3934,Full transfer,Multiple unit dwelling,30/01/2014,2,1,0,1,NA,2014,Drive,Springvale 
7/04/2014,16/07/2014,Hawker Place,225000,3750,Full transfer,"Office,professional suite",NA,NA,NA,NA,NA,NA,2014,Place,Hawker 
12/06/2014,NA,Murranji Street,220000,5542,Full transfer,NA,3/10/2013,2,1,0,NA,1,2014,Street,Murranji 
27/01/2014,21/03/2014,Springvale Drive,0,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2014,Drive,Springvale 
17/03/2014,17/06/2014,Kurundi Place,0,1093,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2014,Place,Kurundi 
15/06/2013,NA,Marrakai Street,1525000,2852,Full transfer,NA,15/05/2013,6,3,1,3,NA,2013,Street,Marrakai 
4/07/2013,22/10/2013,Marrakai Street,980000,1803,Full transfer,Single residential dwelling,5/06/2013,4,1,1,NA,2,2013,Street,Marrakai 
16/11/2013,27/02/2014,Moroak Street,950000,1969,Full transfer,Single residential dwelling,15/10/2013,6,1,1,2,NA,2013,Street,Moroak 
20/07/2013,5/09/2013,Springvale Drive,830000,2061,Full transfer,Single residential dwelling,14/06/2013,4,1,1,2,NA,2013,Drive,Springvale 
17/12/2013,13/02/2014,Ambalindum Street,812500,1122,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Ambalindum 
14/11/2013,13/12/2013,Woolner Circuit,785000,1611,Full transfer,Single residential dwelling,13/09/2013,4,1,1,3,NA,2013,Circuit,Woolner 
22/02/2013,9/05/2013,Kulgera Street,780000,914,Full transfer,Single residential dwelling,30/01/2013,4,1,1,NA,2,2013,Street,Kulgera 
14/11/2013,NA,Alroy Circuit,770000,914,Full transfer,NA,14/10/2013,4,1,1,2,NA,2013,Circuit,Alroy 
12/10/2013,17/12/2013,Mainoru Place,770000,1793,Full transfer,Single residential dwelling,20/09/2013,5,1,2,NA,NA,2013,Place,Mainoru 
11/07/2013,21/08/2013,Woolner Circuit,749500,1044,Full transfer,Single residential dwelling,4/05/2013,5,1,1,1,NA,2013,Circuit,Woolner 
20/09/2013,7/02/2014,Ambalindum Street,700000,1660,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Ambalindum 
7/12/2013,3/02/2014,Goodparla Street,680000,1152,Full transfer,Single residential dwelling,7/11/2013,4,2,1,2,NA,2013,Street,Goodparla 
5/04/2013,15/07/2013,Erldunda Circuit,650000,749,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Circuit,Erldunda 
27/05/2013,2/07/2013,Erldunda Circuit,632500,893,Full transfer,Single residential dwelling,24/04/2013,4,1,1,2,NA,2013,Circuit,Erldunda 
3/05/2013,NA,Murranji Street,615000,880,Full transfer,NA,29/01/2013,4,1,1,2,NA,2013,Street,Murranji 
12/06/2013,15/08/2013,Springvale Drive,595000,1093,Full transfer,Single residential dwelling,8/04/2013,4,1,1,2,NA,2013,Drive,Springvale 
27/03/2013,14/05/2013,Murranji Street,585000,957,Full transfer,Single residential dwelling,19/02/2013,4,3,0,2,NA,2013,Street,Murranji 
15/08/2013,NA,Jinka Street,578000,7726,Full transfer,NA,31/07/2013,3,1,1,2,NA,2013,Street,Jinka 
15/08/2013,24/10/2013,Jinka Street,578000,7726,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Jinka 
4/11/2013,13/12/2013,Hawker Place,500000,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2013,Place,Hawker 
1/10/2013,7/11/2013,Murranji Street,496000,949,Full transfer,Single residential dwelling,11/06/2013,4,1,1,NA,2,2013,Street,Murranji 
13/08/2013,18/09/2013,Elkedra Close,480000,302,Full transfer,Medium density dwelling,30/07/2013,3,1,NA,1,NA,2013,Close,Elkedra 
17/04/2013,NA,Hawker Place,475000,NA,Full transfer,NA,29/01/2013,3,1,1,2,NA,2013,Place,Hawker 
17/04/2013,4/06/2013,Hawker Place,475000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Place,Hawker 
6/11/2013,17/12/2013,Jinka Street,465000,3531,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Jinka 
4/12/2013,5/02/2014,Epenarra Close,460000,316,Full transfer,Medium density dwelling,20/11/2013,3,1,0,1,NA,2013,Close,Epenarra 
1/08/2013,29/08/2013,Murranji Street,435000,287,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Murranji 
10/04/2013,12/07/2013,Gorrie Close,425000,302,Full transfer,Medium density dwelling,5/03/2013,3,1,NA,1,NA,2013,Close,Gorrie 
26/01/2013,12/04/2013,Elkedra Close,420000,301,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2013,Close,Elkedra 
26/11/2013,14/01/2014,Murranji Street,417000,484,Full transfer,Medium density dwelling,3/10/2013,2,2,NA,NA,2,2013,Street,Murranji 
7/03/2013,21/05/2013,Walhallow Street,410000,8574,Full transfer,Multiple unit dwelling,25/01/2013,3,1,NA,NA,1,2013,Street,Walhallow 
29/10/2013,19/12/2013,Walhallow Street,406000,437,Full transfer,Medium density dwelling,2/05/2013,3,1,1,1,NA,2013,Street,Walhallow 
24/10/2013,NA,Epennara Close,400000,394,Full transfer,NA,16/04/2013,3,2,0,1,NA,2013,Close,Epennara 
24/10/2013,20/11/2013,Epenarra Close,400000,394,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2013,Close,Epenarra 
30/07/2013,13/09/2013,Murranji Street,395000,379,Full transfer,Medium density dwelling,26/06/2013,3,1,NA,1,NA,2013,Street,Murranji 
28/08/2013,27/11/2013,Murranji Street,390000,309,Full transfer,Medium density dwelling,9/07/2013,3,1,NA,1,NA,2013,Street,Murranji 
21/06/2013,25/07/2013,Jinka Street,380000,10221,Full transfer,Multiple unit dwelling,2/04/2013,3,1,NA,NA,1,2013,Street,Jinka 
13/05/2013,5/07/2013,Jinka Street,373000,10221,Full transfer,Multiple unit dwelling,25/03/2013,2,1,NA,1,NA,2013,Street,Jinka 
19/07/2013,10/09/2013,Jinka Street,371250,3531,Full transfer,Multiple unit dwelling,29/04/2013,2,1,NA,1,NA,2013,Street,Jinka 
27/03/2013,29/05/2013,Springvale Drive,320000,4247,Full transfer,Multiple unit dwelling,28/02/2013,3,2,NA,NA,1,2013,Drive,Springvale 
24/04/2013,6/06/2013,Springvale Drive,315000,4017,Full transfer,Multiple unit dwelling,25/02/2013,3,1,1,NA,NA,2013,Drive,Springvale 
21/08/2013,20/10/2013,Springvale Drive,309750,3934,Full transfer,Multiple unit dwelling,6/06/2013,3,2,NA,1,NA,2013,Drive,Springvale 
18/04/2013,28/05/2013,Murranji Street,285000,5542,Full transfer,Multiple unit dwelling,6/03/2013,2,1,NA,NA,1,2013,Street,Murranji 
29/08/2013,NA,Springvale Drive,269000,4017,Full transfer,NA,25/07/2013,2,1,NA,1,NA,2013,Drive,Springvale 
29/04/2013,4/07/2013,Springvale Drive,265000,4017,Full transfer,Multiple unit dwelling,18/03/2013,2,1,NA,NA,1,2013,Drive,Springvale 
22/02/2013,NA,Murranji Street,265000,0,Full transfer,NA,26/01/2013,2,1,0,NA,1,2013,Street,Murranji 
14/11/2013,18/12/2013,Murranji Street,263000,5542,Full transfer,Multiple unit dwelling,11/09/2013,2,1,NA,NA,1,2013,Street,Murranji 
25/06/2013,NA,Murranji Street,262000,5542,Full transfer,NA,30/04/2013,2,1,NA,NA,1,2013,Street,Murranji 
26/07/2013,3/09/2013,Springvale Drive,260000,4379,Full transfer,Multiple unit dwelling,10/12/2012,2,1,NA,NA,1,2013,Drive,Springvale 
30/05/2013,2/07/2013,Springvale Drive,251000,4247,Full transfer,Multiple unit dwelling,3/05/2013,2,1,NA,NA,1,2013,Drive,Springvale 
3/04/2013,4/06/2013,Springvale Drive,230100,4379,Full transfer,Multiple unit dwelling,24/10/2012,1,1,NA,NA,1,2013,Drive,Springvale 
3/06/2013,31/07/2013,Springvale Drive,217000,4379,Full transfer,Multiple unit dwelling,6/05/2013,1,1,NA,NA,1,2013,Drive,Springvale 
19/06/2013,5/08/2013,Hawker Place,158400,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2013,Place,Hawker 
3/05/2013,28/11/2013,Jinka Street,125000,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Jinka 
15/02/2013,4/06/2013,Marrakai Street,0,2852,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Marrakai 
29/01/2013,16/12/2013,Springvale Drive,0,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Drive,Springvale 
24/07/2013,26/11/2013,Beetaloo Street,0,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Beetaloo 
4/11/2013,24/12/2013,Goodparla Street,0,1163,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Goodparla 
16/09/2013,18/11/2013,Goodparla Street,0,1114,Full transfer,Single residential dwelling...,NA,NA,NA,NA,NA,NA,2013,Street,Goodparla 
14/01/2013,3/07/2013,Delamere Street,0,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Delamere 
9/10/2013,4/06/2014,Jinka Street,0,6092,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Jinka 
9/04/2013,4/09/2013,Murranji Street,0,933,Full transfer,Single residential dwelling...,NA,NA,NA,NA,NA,NA,2013,Street,Murranji 
31/03/2013,29/10/2013,Erldunda Circuit,0,1176,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Circuit,Erldunda 
23/07/2013,10/02/2014,Elsey Street,0,1225,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Elsey 
17/07/2013,3/09/2013,Alroy Circuit,0,770,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Circuit,Alroy 
12/03/2013,2/07/2013,Moroak Street,0,1231,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Moroak 
21/10/2013,10/02/2014,Jinka Street,0,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Jinka 
5/07/2013,9/08/2013,Moroak Street,0,1035,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2013,Street,Moroak 
22/11/2012,19/02/2013,Tanumbirini Street,915000,1416,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Tanumbirini 
1/05/2012,20/06/2012,Kurundi Place,897500,1486,Full transfer,Single residential dwelling,28/02/2012,5,1,2,3,NA,2012,Place,Kurundi 
29/06/2012,6/08/2012,Kurundi Place,895000,1127,Full transfer,Single residential dwelling,28/05/2012,4,1,2,2,NA,2012,Place,Kurundi 
22/09/2012,29/01/2013,Dungowan Street,823000,1412,Full transfer,Single residential dwelling,23/06/2012,3,1,NA,NA,2,2012,Street,Dungowan 
28/08/2012,NA,Erldunda Circuit,800000,910,Full transfer,NA,15/08/2012,5,1,2,2,NA,2012,Circuit,Erldunda 
28/09/2012,28/11/2012,Woolner Circuit,785000,1091,Full transfer,Single residential dwelling,29/08/2012,4,1,1,NA,2,2012,Circuit,Woolner 
19/10/2012,27/11/2012,Woolner Circuit,785000,1184,Full transfer,Single residential dwelling,29/09/2012,5,2,1,2,NA,2012,Circuit,Woolner 
26/04/2012,3/06/2012,Andado Place,780000,1501,Full transfer,Single residential dwelling,19/03/2012,3,1,1,2,NA,2012,Place,Andado 
6/12/2012,21/03/2013,Tobermorey Place,735000,1112,Full transfer,Single residential dwelling,14/11/2012,4,1,1,4,1,2012,Place,Tobermorey 
17/02/2012,10/08/2012,Andado Place,730000,1341,Full transfer,Single residential dwelling,6/10/2011,4,1,1,NA,2,2012,Place,Andado 
18/09/2012,22/11/2012,Andado Place,700000,4834,Full transfer,Multiple unit dwelling,15/08/2012,4,1,1,2,NA,2012,Place,Andado 
20/12/2012,15/04/2013,Moroak Street,680000,1260,Full transfer,Single residential dwelling,31/10/2012,4,1,1,NA,2,2012,Street,Moroak 
30/04/2012,NA,Tanumbirini Street,657500,1172,Full transfer,NA,12/01/2012,5,1,1,2,NA,2012,Street,Tanumbirini 
7/05/2012,14/06/2012,Tanumbirini Street,650000,885,Full transfer,Single residential dwelling,5/03/2012,5,1,2,2,NA,2012,Street,Tanumbirini 
25/10/2012,19/12/2012,Delamere Street,650000,18341,Full transfer,Multiple unit dwelling,4/10/2012,3,1,1,2,NA,2012,Street,Delamere 
26/04/2012,27/06/2012,Kulgera Street,635000,825,Full transfer,Single residential dwelling,21/09/2011,5,2,1,NA,2,2012,Street,Kulgera 
13/07/2012,6/08/2012,Kulgera Street,630000,825,Full transfer,Single residential dwelling,3/05/2012,3,1,2,2,NA,2012,Street,Kulgera 
4/12/2012,7/02/2013,Jinka Street,585000,7726,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Jinka 
4/12/2012,NA,Jinka Street,585000,NA,Full transfer,NA,14/11/2012,3,1,1,2,NA,2012,Street,Jinka 
11/07/2012,3/09/2012,Murranji Street,578000,919,Full transfer,Single residential dwelling,5/04/2012,4,1,1,2,NA,2012,Street,Murranji 
24/01/2012,NA,Jinka Street,525000,NA,Full transfer,NA,19/01/2012,3,1,1,2,NA,2012,Street,Jinka 
12/01/2012,27/02/2012,Undoolya Street,440000,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Undoolya 
22/02/2012,28/03/2012,Jinka Street,437500,6071,Full transfer,Multiple unit dwelling,10/11/2011,3,1,1,1,NA,2012,Street,Jinka 
10/08/2012,19/09/2012,Hawker Place,429950,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Place,Hawker 
19/04/2012,3/06/2012,Hawker Place,420000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Place,Hawker 
30/05/2012,30/07/2012,Hawker Place,418000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Place,Hawker 
30/05/2012,30/07/2012,Hawker Place,418000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Place,Hawker 
14/02/2012,15/03/2012,Walhallow Street,412500,8574,Full transfer,Multiple unit dwelling,17/11/2011,3,1,NA,NA,1,2012,Street,Walhallow 
23/02/2012,21/03/2012,Murranji Street,409000,330,Full transfer,Medium density dwelling,31/01/2012,3,1,NA,1,NA,2012,Street,Murranji 
12/10/2012,14/11/2012,Jinka Street,408000,6071,Full transfer,Multiple unit dwelling,10/08/2012,3,1,1,1,NA,2012,Street,Jinka 
28/08/2012,9/10/2012,Jinka Street,405000,10221,Full transfer,Multiple unit dwelling,8/08/2012,2,1,NA,1,NA,2012,Street,Jinka 
18/01/2012,22/02/2012,Epenarra Close,405000,297,Full transfer,Medium density dwelling,27/10/2011,3,1,NA,NA,1,2012,Close,Epenarra 
17/02/2012,24/04/2012,Walhallow Street,397000,8574,Full transfer,Multiple unit dwelling,9/02/2012,3,1,NA,NA,1,2012,Street,Walhallow 
20/11/2012,20/12/2012,Elkedra Close,395000,297,Full transfer,Medium density dwelling,9/10/2012,2,1,NA,NA,1,2012,Close,Elkedra 
5/06/2012,NA,Jinka Street,395000,6071,Full transfer,NA,5/03/2012,3,1,1,1,NA,2012,Street,Jinka 
20/06/2012,23/07/2012,Elkedra Close,391000,263,Full transfer,Medium density dwelling,26/04/2012,2,1,NA,1,NA,2012,Close,Elkedra 
17/12/2012,31/01/2013,Gorrie Close,378000,279,Full transfer,Medium density dwelling,4/09/2012,2,1,NA,1,NA,2012,Close,Gorrie 
24/02/2012,16/04/2012,Walhallow Street,375000,8574,Full transfer,Multiple unit dwelling,11/01/2012,2,1,NA,NA,NA,2012,Street,Walhallow 
10/10/2012,20/11/2012,Woolner Circuit,365574,279,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2012,Circuit,Woolner 
2/05/2012,24/06/2012,Goodparla Street,325000,1059,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Goodparla 
24/01/2012,6/03/2012,Beetaloo Street,300000,5520,Full transfer,Multiple unit dwelling,16/11/2011,2,1,NA,NA,1,2012,Street,Beetaloo 
2/10/2012,20/12/2012,Beetaloo Street,300000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Beetaloo 
2/10/2012,NA,Beetaloo Street,300000,7773,Full transfer,NA,29/08/2012,2,1,NA,NA,1,2012,Street,Beetaloo 
27/01/2012,6/03/2012,Beetaloo Street,290000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Beetaloo 
31/07/2012,7/09/2012,Springvale Drive,270000,4379,Full transfer,Multiple unit dwelling,17/05/2012,2,1,NA,NA,1,2012,Drive,Springvale 
25/06/2012,5/08/2013,Murranji Street,262000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Murranji 
29/03/2012,7/05/2012,Hawker Place,260000,3750,Full transfer,"Office,professional suite",NA,NA,NA,NA,NA,NA,2012,Place,Hawker 
20/09/2012,NA,Springvale Drive,250000,4017,Full transfer,NA,29/05/2012,2,1,NA,1,1,2012,Drive,Springvale 
12/10/2012,22/11/2012,Springvale Drive,250000,3934,Full transfer,Multiple unit dwelling,11/09/2012,2,1,NA,1,NA,2012,Drive,Springvale 
8/10/2012,21/11/2012,Delamere Street,0,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Delamere 
16/09/2012,22/01/2013,Erldunda Circuit,0,1592,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Circuit,Erldunda 
28/02/2012,1/03/2012,Dungowan Street,0,748,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Dungowan 
12/12/2012,19/07/2013,Elkedra Close,0,302,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2012,Close,Elkedra 
2/05/2012,4/01/2013,Mataranka Street,0,1005,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Mataranka 
25/08/2012,10/10/2012,Erldunda Circuit,0,978,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Circuit,Erldunda 
4/09/2012,7/12/2012,Springvale Drive,0,1379,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Drive,Springvale 
17/08/2012,30/09/2012,Gorrie Close,0,286,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2012,Close,Gorrie 
19/11/2012,27/02/2013,Murranji Street,0,949,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Murranji 
16/07/2012,27/08/2012,Dungowan Street,0,748,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Dungowan 
18/01/2012,2/05/2013,Marrakai Street,0,1649,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Marrakai 
19/10/2012,4/02/2013,Mainoru Place,0,1514,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2012,Place,Mainoru 
25/10/2012,20/11/2012,Walhallow Street,0,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2012,Street,Walhallow 
3/03/2011,8/04/2011,Kurundi Place,955000,1442,Full transfer,Single residential dwelling,3/06/2010,4,2,1,2,NA,2011,Place,Kurundi 
7/04/2011,31/05/2011,Elsey Street,900000,1141,Full transfer,Single residential dwelling,23/11/2010,5,1,1,2,NA,2011,Street,Elsey 
1/10/2011,5/12/2011,Marrakai Street,875000,1225,Full transfer,Single residential dwelling,8/09/2011,4,1,1,4,NA,2011,Street,Marrakai 
8/09/2011,15/05/2012,Mataranka Street,871000,952,Full transfer,Single residential dwelling,17/08/2011,4,1,1,4,NA,2011,Street,Mataranka 
17/09/2011,30/01/2012,Andado Place,860000,1931,Full transfer,Single residential dwelling,26/08/2011,4,1,1,2,NA,2011,Place,Andado 
11/02/2011,13/04/2011,Alroy Circuit,850000,792,Full transfer,Single residential dwelling,4/02/2011,4,1,2,2,NA,2011,Circuit,Alroy 
12/04/2011,3/06/2011,Tanumbirini Street,830000,892,Full transfer,Single residential dwelling,24/01/2011,4,1,1,2,NA,2011,Street,Tanumbirini 
28/10/2011,5/12/2011,Ambalindum Street,820000,1189,Full transfer,Single residential dwelling,27/09/2011,5,1,2,NA,NA,2011,Street,Ambalindum 
15/10/2011,13/12/2011,Alexandria Street,795000,1233,Full transfer,Single residential dwelling,23/09/2011,4,1,1,2,2,2011,Street,Alexandria 
29/10/2011,23/01/2012,Tanumbirini Street,770000,1230,Full transfer,Single residential dwelling,4/10/2011,5,2,1,NA,2,2011,Street,Tanumbirini 
20/06/2011,14/08/2011,Ambalindum Street,750000,1326,Full transfer,Single residential dwelling,16/06/2011,4,1,1,2,NA,2011,Street,Ambalindum 
24/09/2011,1/11/2011,Woolner Circuit,715000,1212,Full transfer,Single residential dwelling,1/09/2011,4,1,1,NA,2,2011,Circuit,Woolner 
17/10/2011,12/04/2012,Delamere Street,700000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Delamere 
22/12/2011,30/01/2012,Tobermorey Place,698000,1098,Full transfer,Single residential dwelling,8/11/2011,4,1,1,3,NA,2011,Place,Tobermorey 
27/05/2011,1/08/2011,Alroy Circuit,685000,792,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Circuit,Alroy 
3/05/2011,4/07/2011,Alroy Circuit,670000,834,Full transfer,Single residential dwelling,17/03/2011,4,1,1,2,NA,2011,Circuit,Alroy 
9/09/2011,1/11/2011,Andado Place,650000,2189,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Place,Andado 
14/01/2011,28/02/2011,Elsey Street,650000,1614,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Elsey 
14/09/2011,NA,Andado Place,650000,1204,Full transfer,NA,13/07/2011,4,1,1,2,NA,2011,Place,Andado 
22/07/2011,12/10/2011,Delamere Street,640000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Delamere 
30/11/2011,5/04/2012,Delamere Street,620000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Delamere 
11/08/2011,23/09/2011,Alroy Circuit,610000,925,Full transfer,Single residential dwelling,14/06/2011,4,1,1,2,NA,2011,Circuit,Alroy 
17/03/2011,10/05/2011,Delamere Street,600000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Delamere 
22/12/2011,21/02/2012,Marqua Place,485000,464,Full transfer,Medium density dwelling,13/12/2011,3,1,1,2,NA,2011,Place,Marqua 
15/11/2011,20/12/2011,Jinka Street,475000,6092,Full transfer,Multiple unit dwelling,5/10/2011,3,1,1,2,NA,2011,Street,Jinka 
28/10/2011,NA,Gorrie Close,470000,596,Full transfer,NA,27/05/2011,3,1,1,1,NA,2011,Close,Gorrie 
21/02/2011,5/04/2011,Marqua Place,460000,386,Full transfer,Medium density dwelling,20/01/2011,3,1,1,2,NA,2011,Place,Marqua 
26/07/2011,19/09/2011,Murranji Street,453000,399,Full transfer,Medium density dwelling,21/06/2011,3,1,NA,1,1,2011,Street,Murranji 
28/03/2011,10/05/2011,Epenarra Close,448000,316,Full transfer,Medium density dwelling,10/03/2011,3,1,0,1,NA,2011,Close,Epenarra 
21/12/2011,5/03/2012,Limbunya Street,442000,2159,Full transfer,Multiple unit dwelling,10/11/2011,3,1,1,1,NA,2011,Street,Limbunya 
28/01/2011,5/12/2011,Jinka Street,441000,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Jinka 
28/10/2011,NA,Jinka Street,441000,10583,Full transfer,NA,20/10/2011,3,1,1,NA,2,2011,Street,Jinka 
20/05/2011,15/11/2011,Murranji Street,440000,300,Full transfer,Medium density dwelling,4/03/2011,3,1,NA,1,NA,2011,Street,Murranji 
1/09/2011,24/10/2011,Walhallow Street,435000,8574,Full transfer,Multiple unit dwelling,10/08/2011,3,1,NA,NA,1,2011,Street,Walhallow 
23/05/2011,20/07/2011,Limbunya Street,432000,2075,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Limbunya 
23/05/2011,NA,Limbunya Street,432000,2075,Full transfer,NA,28/04/2011,3,1,1,1,NA,2011,Street,Limbunya 
1/04/2011,10/05/2011,Jinka Street,425000,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Jinka 
