Contract.Date,Transaction.Date,Address,Price,Block.Size.m2,Transaction.Type,Purpose,Advertise.Date,Bed.Num,Bath.Num,Ensuite.Num,Garage.Num,Carport.Num,Contract.Year,Street.Type,Street.Name
1/07/2005,12/08/2005,Jinka Street,120000,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2005,Street,Jinka 
16/02/2005,2/08/2007,Alexandria Street,0,1075,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Street,Alexandria 
2/05/2005,7/06/2013,Springvale Drive,0,2061,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Drive,Springvale 
10/10/2005,28/10/2005,Elsey Street,NA,1246,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Street,Elsey 
24/01/2005,24/02/2005,Delamere Street,NA,18341,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2005,Street,Delamere 
1/07/2005,10/08/2005,Jinka Street,NA,6071,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2005,Street,Jinka 
16/02/2005,15/03/2005,Moroak Street,NA,1248,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Street,Moroak 
30/05/2005,NA,B Elsey Street,NA,1017,Full transfer,NA,15/04/2005,4,1,2,2,NA,2005,Street,Elsey 
5/10/2005,10/04/2006,Springvale Drive,NA,1167,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Drive,Springvale 
8/02/2005,18/04/2005,Elsey Street,NA,1017,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Street,Elsey 
1/09/2005,25/11/2005,Walhallow Street,NA,8574,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2005,Street,Walhallow 
3/11/2005,22/12/2005,Springvale Drive,NA,1163,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Drive,Springvale 
8/10/2005,8/11/2005,Alroy Circuit,NA,928,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Circuit,Alroy 
23/08/2005,25/08/2005,Erldunda Circuit,NA,911,Partial transfer,Single residential dwelling,14/11/2002,5,1,2,2,NA,2005,Circuit,Erldunda 
19/07/2005,22/08/2005,Alroy Circuit,NA,951,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2005,Circuit,Alroy 
9/06/2004,9/06/2004,Hawker Place,1160000,2538,Full transfer,Residential,NA,NA,NA,NA,NA,NA,2004,Place,Hawker 
7/08/2004,20/10/2004,Elsey Street,995000,1587,Full transfer,Single residential dwelling,9/07/2004,4,2,2,0,2,2004,Street,Elsey 
30/06/2004,18/10/2004,Marrakai Street,810000,2712,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Marrakai 
12/08/2004,18/10/2004,Elsey Street,775000,1238,Full transfer,Single residential dwelling,15/07/2004,5,2,1,0,2,2004,Street,Elsey 
6/11/2004,20/01/2005,Mainoru Place,756000,1962,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Place,Mainoru 
13/11/2004,24/01/2005,Kurundi Place,660000,1575,Full transfer,Single residential dwelling,15/10/2004,4,2,NA,2,NA,2004,Place,Kurundi 
4/11/2004,20/12/2004,Ambalindum Street,660000,1079,Full transfer,Single residential dwelling,16/09/2004,5,1,2,3,NA,2004,Street,Ambalindum 
6/04/2004,6/05/2004,Marrakai Street,647000,1231,Full transfer,Single residential dwelling...,12/02/2004,4,2,1,2,1,2004,Street,Marrakai 
5/11/2004,16/12/2004,Mainoru Place,610000,1083,Full transfer,Single residential dwelling,5/03/2004,4,2,NA,3,NA,2004,Place,Mainoru 
6/02/2004,3/06/2004,Kyabra Place,595000,1192,Full transfer,Single residential dwelling,16/01/2004,4,1,1,2,2,2004,Place,Kyabra 
28/09/2004,22/11/2004,Woolner Circuit,586000,1159,Full transfer,Single residential dwelling...,13/07/2004,4,1,1,0,3,2004,Circuit,Woolner 
17/09/2004,17/01/2005,Woolner Circuit,580000,1044,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Circuit,Woolner 
23/10/2004,30/11/2004,Ambalindum Street,570000,1544,Full transfer,Single residential dwelling,2/10/2004,3,1,1,2,NA,2004,Street,Ambalindum 
19/11/2004,23/02/2005,Woolner Circuit,570000,1091,Full transfer,Single residential dwelling,10/09/2004,4,1,1,0,2,2004,Circuit,Woolner 
23/01/2004,31/03/2004,Andado Place,570000,1808,Full transfer,Multiple unit dwelling,14/11/2003,5,1,1,2,NA,2004,Place,Andado 
8/04/2004,6/05/2004,Shandon Place,569000,1135,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Place,Shandon 
27/05/2004,11/08/2004,Andado Place,565000,4834,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Place,Andado 
19/07/2004,3/11/2004,Elsey Street,558000,840,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Elsey 
2/12/2004,1/02/2004,Tanumbirini Street,549000,892,Full transfer,Single residential dwelling,24/11/2004,4,1,1,0,2,2004,Street,Tanumbirini 
23/11/2004,17/02/2005,Woolner Circuit,547500,1039,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Circuit,Woolner 
4/06/2004,6/07/2004,Marrakai Street,545000,1232,Full transfer,Single residential dwelling,4/03/2004,3,1,1,2,NA,2004,Street,Marrakai 
28/10/2004,29/11/2004,Kyabra Place,525000,985,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Place,Kyabra 
9/07/2004,24/08/2004,Ambalindum Street,525000,1356,Full transfer,Single residential dwelling,24/06/2004,4,1,1,0,2,2004,Street,Ambalindum 
30/06/2004,7/10/2004,Murranji Street,523000,898,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Murranji 
7/05/2004,1/06/2004,Kulgera Street,510000,859,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Kulgera 
20/04/2004,15/07/2004,Hawker Place,500000,552,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2004,Place,Hawker 
5/04/2004,28/06/2004,Alroy Circuit,492000,825,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Circuit,Alroy 
24/02/2004,3/05/2004,Murranji Street,473000,787,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Murranji 
9/08/2004,15/11/2004,Erldunda Circuit,465000,933,Full transfer,Single residential dwelling,6/07/2004,4,2,1,3,1,2004,Circuit,Erldunda 
26/07/2004,24/09/2004,Ambalindum Street,460000,1223,Full transfer,Single residential dwelling,6/07/2004,3,1,1,0,2,2004,Street,Ambalindum 
2/04/2004,24/05/2004,Alroy Circuit,460000,756,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Circuit,Alroy 
24/12/2004,11/02/2005,Erldunda Circuit,455000,984,Full transfer,Single residential dwelling,18/11/2004,4,1,1,2,NA,2004,Circuit,Erldunda 
21/09/2004,26/10/2004,Rosewood Place,430000,984,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Place,Rosewood 
10/06/2004,15/07/2004,Dungowan Street,405500,748,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Dungowan 
28/04/2004,19/05/2004,Erldunda Circuit,398000,1060,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Circuit,Erldunda 
15/07/2004,23/08/2004,Murranji Street,345000,317,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Murranji 
20/05/2004,21/06/2004,Jinka Street,337000,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Jinka 
31/08/2004,29/11/2004,Woolner Circuit,335000,467,Full transfer,Medium density dwelling,28/07/2004,3,1,NA,1,NA,2004,Circuit,Woolner 
22/04/2004,24/05/2004,Epenarra Close,327000,483,Full transfer,Medium density dwelling,25/02/2004,3,1,NA,1,NA,2004,Close,Epenarra 
21/10/2004,6/01/2005,Murranji Street,312000,826,Full transfer,Single residential dwelling,17/09/2004,3,1,1,2,NA,2004,Street,Murranji 
20/08/2004,7/09/2004,Gorrie Close,311000,286,Full transfer,Medium density dwelling,25/06/2004,3,1,NA,NA,NA,2004,Close,Gorrie 
8/04/2004,19/05/2004,Epenarra Close,305000,302,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2004,Close,Epenarra 
13/01/2004,2/02/2004,Jinka Street,300000,3531,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Jinka 
12/11/2004,11/01/2005,Elkedra Close,298000,302,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2004,Close,Elkedra 
17/12/2004,24/01/2005,Epenarra Close,293000,317,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2004,Close,Epenarra 
8/06/2004,21/09/2005,Murranji Street,289950,332,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Murranji 
21/12/2004,10/02/2005,Gorrie Close,280000,341,Full transfer,Medium density dwelling,2/07/2004,3,1,NA,1,NA,2004,Close,Gorrie 
25/03/2004,13/05/2004,Jinka Street,270000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Jinka 
6/09/2004,27/10/2004,Jinka Street,270000,6071,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Jinka 
29/06/2004,19/07/2004,Gorrie Close,265000,509,Full transfer,Medium density dwelling,15/04/2004,3,1,NA,1,NA,2004,Close,Gorrie 
12/03/2004,17/03/2005,Elsey Street,253000,1614,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Elsey 
14/07/2004,26/09/2005,Hawker Place,250000,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2004,Place,Hawker 
30/06/2004,15/10/2004,Hawker Place,235000,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2004,Place,Hawker 
22/03/2004,28/04/2004,Springvale Drive,230000,4017,Full transfer,Multiple unit dwelling,24/11/2003,3,1,1,0,2,2004,Drive,Springvale 
7/12/2004,8/02/2005,Springvale Drive,220000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
9/02/2004,9/02/2004,Springvale Drive,217500,1778,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
19/01/2004,1/04/2004,Beetaloo Street,215000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Beetaloo 
1/09/2004,7/10/2004,Jinka Street,210000,7726,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Jinka 
23/12/2004,10/02/2005,Springvale Drive,201000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
5/04/2004,30/04/2004,Bonrook Street,199000,3862,Full transfer,Multiple unit dwelling,11/03/2004,2,1,NA,0,1,2004,Street,Bonrook 
2/06/2004,25/06/2004,Murranji Street,195000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Murranji 
24/12/2004,10/02/2005,Springvale Drive,195000,3934,Full transfer,Multiple unit dwelling,16/07/2004,3,1,1,0,1,2004,Drive,Springvale 
11/06/2004,12/07/2004,Beetaloo Street,192000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Beetaloo 
21/09/2004,13/10/2004,Bonrook Street,191500,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Bonrook 
11/10/2004,NA,Springvale Drive,178000,3934,Full transfer,NA,1/07/2004,2,1,NA,0,1,2004,Drive,Springvale 
5/11/2004,5/11/2004,Springvale Drive,178000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
17/06/2004,14/07/2004,Murranji Street,178000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Murranji 
6/07/2004,19/07/2004,Beetaloo Street,178000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Beetaloo 
19/08/2004,7/09/2004,Bonrook Street,176500,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Bonrook 
7/07/2004,16/08/2004,Springvale Drive,175000,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
19/05/2004,28/07/2004,Beetaloo Street,175000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Beetaloo 
29/09/2004,25/11/2004,Beetaloo Street,175000,5520,Full transfer,Multiple unit dwelling,16/07/2004,2,1,NA,0,1,2004,Street,Beetaloo 
3/06/2004,5/07/2004,Murranji Street,173500,5542,Full transfer,Multiple unit dwelling,30/04/2004,2,1,NA,0,2,2004,Street,Murranji 
20/08/2004,24/09/2004,Murranji Street,172000,5542,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Murranji 
28/01/2004,13/02/2004,Springvale Drive,167000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
17/11/2004,20/12/2004,Hawker Place,158000,3750,Full transfer,"Office,professional suite",NA,NA,NA,NA,NA,NA,2004,Place,Hawker 
29/09/2004,20/10/2004,Hawker Place,145000,3750,Full transfer,"Office,professional suite",NA,NA,NA,NA,NA,NA,2004,Place,Hawker 
25/03/2004,27/04/2004,Jinka Street,113500,6071,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Jinka 
23/01/2004,2/02/2004,Springvale Drive,105000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
3/05/2004,2/08/2004,Springvale Drive,NA,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
2/04/2004,2/04/2004,Marrakai Street,NA,1231,Partial transfer,Single residential dwelling...,NA,NA,NA,NA,NA,NA,2004,Street,Marrakai 
20/09/2004,9/11/2005,Elsey Street,NA,1017,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Elsey 
20/02/2004,20/02/2004,Mainoru Place,NA,2743,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Place,Mainoru 
29/12/2004,10/08/2005,Jinka Street,NA,10221,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Jinka 
17/06/2004,22/09/2004,Kulgera Street,NA,859,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Kulgera 
6/07/2004,23/08/2004,Goodparla Street,NA,1089,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Goodparla 
30/01/2004,30/01/2004,Hawker Place,NA,552,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2004,Place,Hawker 
24/05/2004,24/05/2004,Beetaloo Street,NA,7773,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Beetaloo 
28/04/2004,26/07/2004,Jinka Street,NA,10221,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Jinka 
20/07/2004,6/03/2006,Beetaloo Street,NA,5520,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Street,Beetaloo 
19/05/2004,19/05/2004,Elkedra Close,NA,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2004,Close,Elkedra 
7/12/2004,29/04/2005,Shandon Place,NA,869,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Place,Shandon 
20/05/2004,20/05/2004,Erldunda Circuit,NA,831,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2004,Circuit,Erldunda 
2/06/2004,NA,Murranji Street,NA,NA,Full transfer,NA,19/03/2004,2,1,NA,0,1,2004,Street,Murranji 
6/05/2004,6/05/2004,Springvale Drive,NA,4017,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2004,Drive,Springvale 
28/11/2003,6/02/2004,Woolner Circuit,985000,1997,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Woolner 
5/08/2003,12/01/2004,Woolner Circuit,715000,2525,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Woolner 
14/03/2003,12/05/2003,Alroy Circuit,584000,970,Full transfer,Single residential dwelling,7/02/2003,5,1,1,2,NA,2003,Circuit,Alroy 
17/04/2003,12/08/2003,Goodparla Street,580000,1250,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Goodparla 
11/03/2003,22/04/2003,Marrakai Street,575000,1161,Full transfer,Single residential dwelling,20/11/2002,5,1,2,3,NA,2003,Street,Marrakai 
7/05/2003,4/06/2003,Woolner Circuit,561000,1286,Full transfer,Single residential dwelling,28/03/2003,4,NA,NA,2,NA,2003,Circuit,Woolner 
29/03/2003,27/05/2003,Ambalindum Street,552500,1212,Full transfer,Single residential dwelling,5/03/2003,4,1,1,0,3,2003,Street,Ambalindum 
4/02/2003,28/05/2003,Kyabra Place,550000,1192,Full transfer,Single residential dwelling,10/01/2003,4,1,1,2,NA,2003,Place,Kyabra 
5/07/2003,4/09/2003,Marrakai Street,535000,1225,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Marrakai 
19/06/2003,4/09/2003,Woolner Circuit,499000,972,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Woolner 
16/07/2003,12/08/2003,Alroy Circuit,495000,792,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Alroy 
19/02/2003,4/06/2003,Ambalindum Street,495000,1024,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Ambalindum 
16/07/2003,10/09/2003,Alroy Circuit,495000,914,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Alroy 
11/07/2003,25/08/2003,Tanumbirini Street,492500,1193,Full transfer,Single residential dwelling,12/06/2003,4,1,1,3,NA,2003,Street,Tanumbirini 
23/04/2003,1/07/2003,Woolner Circuit,485000,1611,Full transfer,Single residential dwelling,21/03/2003,NA,NA,NA,NA,NA,2003,Circuit,Woolner 
16/04/2003,23/06/2003,Marrakai Street,484000,1431,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Marrakai 
14/05/2003,24/06/2003,Murranji Street,465000,1145,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Murranji 
30/06/2003,15/09/2003,Tanumbirini Street,459000,889,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Tanumbirini 
2/06/2003,9/07/2003,Kulgera Street,456000,914,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Kulgera 
10/06/2003,6/01/2004,Alexandria Street,455000,820,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Alexandria 
4/03/2003,9/04/2003,Tanumbirini Street,455000,1564,Full transfer,Single residential dwelling,2/02/2003,5,1,1,0,2,2003,Street,Tanumbirini 
17/12/2003,2/02/2004,Alroy Circuit,450000,914,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Alroy 
29/09/2003,15/12/2003,Delamere Street,440000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Delamere 
2/05/2003,NA,Tanumbirini Street,440000,1046,Full transfer,NA,23/10/2002,4,2,1,NA,NA,2003,Street,Tanumbirini 
30/04/2003,27/05/2003,Tanumbirini Street,435000,1046,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Tanumbirini 
16/05/2003,8/07/2003,Murranji Street,420000,1204,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Murranji 
17/06/2003,19/08/2003,Alroy Circuit,410000,770,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Alroy 
22/01/2003,12/03/2003,Delamere Street,400000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Delamere 
14/01/2003,5/03/2003,Kurundi Place,394000,1173,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Place,Kurundi 
16/10/2003,9/12/2003,Jinka Street,376000,6092,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Jinka 
26/06/2003,13/08/2003,Kulgera Street,366000,859,Full transfer,Single residential dwelling,19/02/2003,3,1,1,2,NA,2003,Street,Kulgera 
7/03/2003,28/05/2003,Tanumbirini Street,363000,861,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Tanumbirini 
18/12/2003,27/01/2004,Hawker Place,350000,3750,Full transfer,"Office,professional suite",NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
18/12/2003,27/01/2004,Hawker Place,350000,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
17/10/2003,1/12/2003,Elkedra Close,311000,353,Full transfer,Medium density dwelling,28/08/2003,3,1,NA,0,2,2003,Close,Elkedra 
28/10/2003,5/12/2003,Epenarra Close,310000,296,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Epenarra 
30/05/2003,3/07/2003,Undoolya Street,310000,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Undoolya 
24/04/2003,24/06/2003,Murranji Street,310000,1047,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Murranji 
7/07/2003,11/08/2003,Jinka Street,300000,6071,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Jinka 
9/09/2003,1/12/2003,Elkedra Close,289000,316,Full transfer,Medium density dwelling,21/08/2003,3,1,NA,1,NA,2003,Close,Elkedra 
18/07/2003,18/08/2003,Hawker Place,285160,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
16/07/2003,22/09/2003,Elkedra Close,285000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Elkedra 
19/09/2003,24/06/2004,Walhallow Street,275000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Walhallow 
29/01/2003,28/03/2003,Murranji Street,270000,300,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Murranji 
24/12/2003,30/01/2004,Walhallow Street,265000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Walhallow 
18/07/2003,18/08/2003,Hawker Place,262039,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
5/02/2003,10/03/2003,Hawker Place,258500,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
23/05/2003,19/04/2004,Walhallow Street,257400,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Walhallow 
18/03/2003,1/05/2003,Walhallow Street,256000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Walhallow 
8/08/2003,22/09/2003,Jinka Street,252000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Jinka 
18/02/2003,1/05/2003,Murranji Street,251000,399,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Murranji 
20/08/2003,24/09/2003,Alroy Circuit,250000,825,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Alroy 
18/06/2003,4/08/2003,Elkedra Close,250000,280,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Elkedra 
10/11/2003,16/01/2004,Marqua Place,250000,469,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Place,Marqua 
24/02/2003,28/03/2003,Elkedra Close,250000,311,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Elkedra 
10/04/2003,7/07/2003,Jinka Street,240000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Jinka 
22/10/2003,19/12/2003,Beetaloo Street,226000,5520,Full transfer,Multiple unit dwelling,29/01/2003,2,1,NA,0,1,2003,Street,Beetaloo 
18/02/2003,30/04/2003,Epenarra Close,213000,334,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Epenarra 
19/02/2003,13/03/2003,Epenarra Close,205000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Epenarra 
15/09/2003,15/09/2003,Elkedra Close,200000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Elkedra 
15/12/2003,NA,Springvale Drive,192500,4379,Full transfer,NA,6/11/2003,2,1,NA,0,1,2003,Drive,Springvale 
15/09/2003,14/10/2003,Springvale Drive,190000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
12/08/2003,NA,Springvale Drive,190000,186,Full transfer,NA,2/05/2003,3,1,1,0,1,2003,Drive,Springvale 
9/08/2003,17/11/2003,Springvale Drive,190000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
20/10/2003,17/12/2003,Springvale Drive,185000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
16/10/2003,1/12/2003,Bonrook Street,175000,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Bonrook 
23/12/2003,3/02/2004,Springvale Drive,170000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
17/04/2003,27/05/2003,Springvale Drive,169000,4017,Full transfer,Multiple unit dwelling,21/03/2003,3,1,1,0,1,2003,Drive,Springvale 
2/05/2003,2/05/2003,Belconnen Way,162500,1090,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Way,Belconnen 
22/07/2003,21/11/2003,Beetaloo Street,158000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Beetaloo 
11/12/2003,5/02/2004,Beetaloo Street,158000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Beetaloo 
17/02/2003,17/02/2003,Goodparla Street,156667,1163,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Goodparla 
5/05/2003,3/07/2003,Murranji Street,155000,5542,Full transfer,Multiple unit dwelling,3/04/2003,2,1,NA,0,1,2003,Street,Murranji 
30/06/2003,3/10/2003,Springvale Drive,155000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
20/06/2003,25/08/2003,Murranji Street,155000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Murranji 
9/04/2003,15/04/2004,Springvale Drive,154000,3934,Full transfer,Multiple unit dwelling,27/03/2003,2,1,NA,0,1,2003,Drive,Springvale 
30/05/2003,27/05/2004,Gorrie Close,150000,597,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Gorrie 
